4.6201,3.0001000000000015,2.522300000000001,2.300100000000001,2.200100000000001,2.0500999999999996,2.0001000000000007,1.9001000000000008,1.8323300000000007,1.8001000000000007
1,2,3,4,5,6,7,8,9,10
